label,url_length,special_chars,ip_in_url,subdomains,dots_in_url,path_length,has_query_string,has_redirect,digit_count,tld_is_short,true_actor_profile
0,21,2,0,1,2,8,0,0,2,1,Benign
0,32,1,0,1,2,13,0,0,1,0,Benign
0,45,2,0,1,2,10,0,0,1,1,Benign
0,34,2,0,0,2,14,0,0,1,1,Benign
0,45,3,0,1,2,16,0,0,2,0,Benign
0,35,1,0,0,2,17,0,0,0,1,Benign
0,26,4,0,0,2,7,0,0,0,1,Benign
0,46,2,0,1,2,16,0,0,3,1,Benign
0,27,4,0,0,2,8,0,0,4,0,Benign
0,24,4,0,1,1,17,0,0,2,1,Benign
0,40,1,0,1,2,6,0,0,1,0,Benign
0,26,3,0,0,1,12,0,0,1,1,Benign
0,28,1,0,0,1,7,0,0,2,1,Benign
0,41,3,0,0,1,5,0,0,1,0,Benign
0,24,1,0,1,2,12,0,0,3,0,Benign
0,22,1,0,0,1,6,0,0,4,0,Benign
0,38,2,0,0,2,7,0,0,0,1,Benign
0,29,4,0,1,1,11,0,0,1,1,Benign
0,25,1,0,1,1,5,0,0,3,0,Benign
0,25,4,0,0,2,13,0,0,2,1,Benign
0,21,1,0,0,1,17,0,0,2,1,Benign
0,31,2,0,0,1,14,0,0,0,0,Benign
0,35,1,0,0,2,17,0,0,1,1,Benign
0,33,4,0,1,2,17,0,0,0,0,Benign
0,33,4,0,1,1,5,0,0,2,1,Benign
0,29,4,0,0,2,17,0,0,0,1,Benign
0,41,1,0,1,2,10,0,0,2,1,Benign
0,27,3,0,1,1,16,0,0,2,1,Benign
0,33,4,0,1,1,14,0,0,1,1,Benign
0,35,1,0,0,1,7,0,0,3,0,Benign
0,28,1,0,0,1,11,0,0,0,1,Benign
0,27,3,0,0,1,12,0,0,4,1,Benign
0,46,4,0,0,1,18,0,0,3,0,Benign
0,44,3,0,0,2,15,0,0,1,0,Benign
0,22,3,0,0,2,6,0,0,2,0,Benign
0,36,2,0,0,2,6,0,0,1,0,Benign
0,36,1,0,1,1,7,0,0,2,1,Benign
0,21,3,0,1,2,16,0,0,4,1,Benign
0,45,3,0,1,2,10,0,0,0,1,Benign
0,39,3,0,0,2,18,0,0,4,0,Benign
0,49,2,0,1,1,7,0,0,3,1,Benign
0,48,4,0,0,1,19,0,0,1,0,Benign
0,25,1,0,0,2,6,0,0,2,0,Benign
0,32,2,0,0,2,14,0,0,0,1,Benign
0,45,1,0,0,2,9,0,0,3,1,Benign
0,42,2,0,0,2,8,0,0,1,0,Benign
0,22,1,0,0,2,11,0,0,2,0,Benign
0,35,4,0,1,1,13,0,0,2,0,Benign
0,23,1,0,1,1,14,0,0,3,0,Benign
0,38,3,0,1,2,12,0,0,1,0,Benign
0,23,1,0,1,2,18,0,0,3,0,Benign
0,41,2,0,0,2,11,0,0,1,0,Benign
0,20,2,0,0,1,16,0,0,0,1,Benign
0,41,1,0,0,1,9,0,0,1,0,Benign
0,43,2,0,0,1,8,0,0,1,0,Benign
0,41,2,0,1,2,8,0,0,4,0,Benign
0,24,2,0,1,2,6,0,0,0,0,Benign
0,48,4,0,1,1,10,0,0,0,0,Benign
0,22,2,0,1,2,12,0,0,1,1,Benign
0,37,3,0,1,2,19,0,0,0,0,Benign
0,48,3,0,0,2,11,0,0,0,1,Benign
0,25,3,0,0,1,11,0,0,1,0,Benign
0,44,2,0,1,1,6,0,0,2,0,Benign
0,34,4,0,1,1,9,0,0,0,0,Benign
0,37,4,0,1,1,19,0,0,1,1,Benign
0,41,2,0,1,1,11,0,0,4,1,Benign
0,25,4,0,0,1,11,0,0,0,1,Benign
0,36,4,0,1,2,12,0,0,3,1,Benign
0,28,4,0,0,2,14,0,0,3,1,Benign
0,21,2,0,0,1,12,0,0,1,1,Benign
0,32,4,0,0,1,15,0,0,3,0,Benign
0,22,3,0,0,2,7,0,0,1,0,Benign
0,29,1,0,1,1,9,0,0,1,1,Benign
0,26,4,0,0,2,15,0,0,4,0,Benign
0,49,2,0,0,1,18,0,0,2,0,Benign
0,27,2,0,1,2,9,0,0,0,1,Benign
0,46,1,0,1,2,19,0,0,4,1,Benign
0,22,2,0,0,2,10,0,0,3,1,Benign
0,21,2,0,0,2,18,0,0,2,0,Benign
0,42,3,0,0,2,14,0,0,4,0,Benign
0,39,2,0,0,2,14,0,0,2,1,Benign
0,47,3,0,1,2,9,0,0,2,1,Benign
0,33,3,0,1,2,15,0,0,0,1,Benign
0,41,4,0,0,2,5,0,0,0,1,Benign
0,41,1,0,1,2,11,0,0,4,0,Benign
0,25,2,0,1,1,10,0,0,4,0,Benign
0,43,4,0,0,2,18,0,0,1,1,Benign
0,30,1,0,1,2,14,0,0,3,0,Benign
0,27,2,0,1,2,7,0,0,0,0,Benign
0,28,2,0,1,2,11,0,0,3,1,Benign
0,45,1,0,1,1,5,0,0,2,0,Benign
0,25,1,0,0,2,7,0,0,0,0,Benign
0,44,2,0,1,1,9,0,0,4,1,Benign
0,49,2,0,1,2,17,0,0,0,1,Benign
0,45,2,0,0,2,13,0,0,4,1,Benign
0,46,1,0,0,1,13,0,0,1,1,Benign
0,49,3,0,1,1,10,0,0,0,0,Benign
0,33,1,0,0,2,13,0,0,3,0,Benign
0,49,3,0,0,1,11,0,0,4,0,Benign
0,20,2,0,0,1,13,0,0,1,1,Benign
0,29,2,0,1,2,15,0,0,3,0,Benign
0,40,1,0,1,2,14,0,0,3,0,Benign
0,23,3,0,0,2,7,0,0,0,1,Benign
0,26,4,0,0,1,17,0,0,4,1,Benign
0,21,2,0,1,1,12,0,0,0,1,Benign
0,35,4,0,1,1,10,0,0,3,0,Benign
0,28,4,0,1,2,18,0,0,2,0,Benign
0,34,4,0,0,2,8,0,0,1,1,Benign
0,40,1,0,0,2,6,0,0,0,0,Benign
0,35,3,0,1,1,18,0,0,2,1,Benign
0,49,1,0,1,2,16,0,0,4,1,Benign
0,36,4,0,1,2,15,0,0,4,1,Benign
0,33,1,0,0,1,13,0,0,4,1,Benign
0,26,2,0,0,1,11,0,0,1,1,Benign
0,49,2,0,0,1,16,0,0,4,0,Benign
0,31,3,0,0,1,13,0,0,1,0,Benign
0,23,3,0,1,2,15,0,0,0,1,Benign
0,40,1,0,1,1,15,0,0,0,1,Benign
0,47,4,0,1,1,13,0,0,4,0,Benign
0,23,2,0,0,1,18,0,0,1,0,Benign
0,33,1,0,0,1,9,0,0,3,0,Benign
0,48,1,0,0,2,12,0,0,4,0,Benign
